Status,Assignment,Assignment Reason,Date Assigned,Application,POC,IT Manager,Shared Server,Priority,PCI,Score Range,MAX Sev,Asset Risk,Due Date,"Policy
Due Date",QID,Remediation Notes,GRC,GRC Expiration,Server Name,IP,Port,Title,Exploit Sources,OS,Asset Family,Asset Tags,Data Source,Instance,First Detected,Last Detected,Last Assignment Update,Reopened,Sev Low,Sev Medium,Sev High,Sev Critical,"SLAMonth
Low","SLAMonth
Medium","SLAMonth
High",SLAMonth Critical,"Met SLA
Low","Met SLA
Medium","Met SLA
High","Met SLA
Critical",Vuln ID,TotalCVEs,Results,Application SVP,Overdue Total CVEs
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), ENTERPRISE SERVICES LAYER (ESL)",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-30 00:00:00,330250,,,,prdpcd1a.caremarkrx.net,10.93.8.82,,IBM Advanced Interactive eXecutive (AIX) Openssh Multiple Vulnerabilities (openssh_advisory21),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-01 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,1,4,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,1,4,0,0,225240256_330250,5,"Package Installed Version Required Version
openssh.base.client 9.9.3015.2000 9.9.3015.2001
openssh.base.server 9.9.3015.2000 9.9.3015.2001","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-31 00:00:00,330249,,,,tstpsf9q.caremarkrx.net,10.94.52.45,,IBM Advanced Interactive eXecutive (AIX) Libxml2 Multiple Vulnerabilities (libxml2_advisory11),nist-nvd2,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-02 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,2,2,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,2,2,0,0,225208047_330249,4,"Package Installed Version Required Version
bos.rte.control 7.3.4.0 7.3.4.1","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-31 00:00:00,330249,,,,paz1cpwapa1d.caremarkrx.net,10.93.23.75,,IBM Advanced Interactive eXecutive (AIX) Libxml2 Multiple Vulnerabilities (libxml2_advisory11),nist-nvd2,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-02 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,2,2,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,2,2,0,0,225222593_330249,4,"Package Installed Version Required Version
bos.rte.control 7.3.4.0 7.3.4.1","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL, CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), DB2 LUW Database Engine, DIGITAL SPECIALTY WEB (Desktop), DISPENSING - TRISTAR, ENTERPRISE SERVICES LAYER (ESL), FastStart, HERCULES REPOSITORY (HCE), MAIL ORDER (LINKS), MED D WEB - MEDICAREPLANSRX.COM (TOOLS), ODM (OPERATIONS DATA MART), OPPORTUNITY MANAGEMENT SYSTEM (OMS), PAYMENT WITHOUT ORDER (PWO), PBM IVR, PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH, Specialty IVR",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-31 00:00:00,330249,,,,tstdbs6a.caremarkrx.net,204.99.45.70,,IBM Advanced Interactive eXecutive (AIX) Libxml2 Multiple Vulnerabilities (libxml2_advisory11),nist-nvd2,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-02 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,2,2,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,2,2,0,0,225220958_330249,4,"Package Installed Version Required Version
bos.rte.control 7.3.4.0 7.3.4.1","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","DATA WAREHOUSE - ZEUS, HERCULES REPOSITORY (HCE), PeopleSafe, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-31 00:00:00,330249,,,,prddwz1a.internal.pcshs.com,204.99.33.64,,IBM Advanced Interactive eXecutive (AIX) Libxml2 Multiple Vulnerabilities (libxml2_advisory11),nist-nvd2,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-02 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,2,2,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,2,2,0,0,225248430_330249,4,"Package Installed Version Required Version
bos.rte.control 7.3.4.0 7.3.4.1","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL, CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), DB2 LUW Database Engine, DIGITAL SPECIALTY WEB (Desktop), DISPENSING - TRISTAR, ENTERPRISE SERVICES LAYER (ESL), FastStart, HERCULES REPOSITORY (HCE), MAIL ORDER (LINKS), MED D WEB - MEDICAREPLANSRX.COM (TOOLS), ODM (OPERATIONS DATA MART), OPPORTUNITY MANAGEMENT SYSTEM (OMS), PAYMENT WITHOUT ORDER (PWO), PBM IVR, PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH, Specialty IVR",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-31 00:00:00,330250,,,,tstdbs6a.caremarkrx.net,204.99.45.70,,IBM Advanced Interactive eXecutive (AIX) Openssh Multiple Vulnerabilities (openssh_advisory21),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-02 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,1,4,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,1,4,0,0,225220958_330250,5,"Package Installed Version Required Version
openssh.base.client 9.9.3015.2000 9.9.3015.2001
openssh.base.server 9.9.3015.2000 9.9.3015.2001","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-30 00:00:00,330250,,,,paz1cpwapa1c.caremarkrx.net,10.93.23.100,,IBM Advanced Interactive eXecutive (AIX) Openssh Multiple Vulnerabilities (openssh_advisory21),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-01 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,1,4,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,1,4,0,0,225239656_330250,5,"Package Installed Version Required Version
openssh.base.client 9.9.3015.2000 9.9.3015.2001
openssh.base.server 9.9.3015.2000 9.9.3015.2001","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), IBM TIVOLI LDAP",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-30 00:00:00,330250,,,,tsteds3.caremarkrx.net,204.99.42.86,,IBM Advanced Interactive eXecutive (AIX) Openssh Multiple Vulnerabilities (openssh_advisory21),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-01 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,1,4,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,1,4,0,0,225247206_330250,5,"Package Installed Version Required Version
openssh.base.client 9.9.3015.2000 9.9.3015.2001
openssh.base.server 9.9.3015.2000 9.9.3015.2001","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-31 00:00:00,330250,,,,tstpsf4g.caremarkrx.net,10.93.74.31,,IBM Advanced Interactive eXecutive (AIX) Openssh Multiple Vulnerabilities (openssh_advisory21),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-02 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,1,4,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,1,4,0,0,225223935_330250,5,"Package Installed Version Required Version
openssh.base.client 9.9.3015.2000 9.9.3015.2001
openssh.base.server 9.9.3015.2000 9.9.3015.2001","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","GDX INVOICING, PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-30 00:00:00,330249,,,,tstpsf1c.caremarkrx.net,10.93.68.40,,IBM Advanced Interactive eXecutive (AIX) Libxml2 Multiple Vulnerabilities (libxml2_advisory11),nist-nvd2,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-01 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,2,2,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,2,2,0,0,225239405_330249,4,"Package Installed Version Required Version
bos.rte.control 7.3.4.0 7.3.4.1","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), RXENROLL",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-31 00:00:00,330249,,,,prdihs1a.caremarkrx.net,10.123.1.38,,IBM Advanced Interactive eXecutive (AIX) Libxml2 Multiple Vulnerabilities (libxml2_advisory11),nist-nvd2,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-02 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,2,2,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,2,2,0,0,225240255_330249,4,"Package Installed Version Required Version
bos.rte.control 7.3.4.0 7.3.4.1","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL, MAIL ORDER (LINKS), PeopleSafe",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-30 00:00:00,330249,,,,trnwas2a.caremarkrx.net,10.93.14.23,,IBM Advanced Interactive eXecutive (AIX) Libxml2 Multiple Vulnerabilities (libxml2_advisory11),nist-nvd2,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-01 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,2,2,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,2,2,0,0,225241923_330249,4,"Package Installed Version Required Version
bos.rte.control 7.3.4.0 7.3.4.1","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","DB2 LUW Database Engine, ENTERPRISE SERVICES LAYER (ESL), MAIL ORDER (LINKS), PeopleSafe, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-30 00:00:00,330250,,,,trndbs1a.caremarkrx.net,204.99.40.164,,IBM Advanced Interactive eXecutive (AIX) Openssh Multiple Vulnerabilities (openssh_advisory21),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-01 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,1,4,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,1,4,0,0,225250226_330250,5,"Package Installed Version Required Version
openssh.base.client 9.9.3015.2000 9.9.3015.2001
openssh.base.server 9.9.3015.2000 9.9.3015.2001","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL, CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CLINICAL AUTHORIZATION SYSTEM (CAS), CONSUMER DRIVEN HEALTH (CDH), DIGITAL SPECIALTY WEB (Desktop), MAIL ORDER (LINKS), PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH, RXARCHITECT, RXENROLL",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-30 00:00:00,330249,,,,tstihs3c.caremarkrx.net,10.93.72.19,,IBM Advanced Interactive eXecutive (AIX) Libxml2 Multiple Vulnerabilities (libxml2_advisory11),nist-nvd2,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-01 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,2,2,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,2,2,0,0,295018670_330249,4,"Package Installed Version Required Version
bos.rte.control 7.3.4.0 7.3.4.1","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","DB2 LUW Database Engine, ENTERPRISE SERVICES LAYER (ESL), MAIL ORDER (LINKS), PeopleSafe, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-30 00:00:00,330249,,,,trndbs1a.caremarkrx.net,204.99.40.164,,IBM Advanced Interactive eXecutive (AIX) Libxml2 Multiple Vulnerabilities (libxml2_advisory11),nist-nvd2,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-01 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,2,2,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,2,2,0,0,225250226_330249,4,"Package Installed Version Required Version
bos.rte.control 7.3.4.0 7.3.4.1","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL, CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CLINICAL AUTHORIZATION SYSTEM (CAS), CONSUMER DRIVEN HEALTH (CDH), DIGITAL SPECIALTY WEB (Desktop), MAIL ORDER (LINKS), PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH, RXARCHITECT, RXENROLL",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-30 00:00:00,330250,,,,tstihs3c.caremarkrx.net,10.93.72.19,,IBM Advanced Interactive eXecutive (AIX) Openssh Multiple Vulnerabilities (openssh_advisory21),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-01 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,1,4,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,1,4,0,0,295018670_330250,5,"Package Installed Version Required Version
openssh.base.client 9.9.3015.2000 9.9.3015.2001
openssh.base.server 9.9.3015.2000 9.9.3015.2001","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), DB2 LUW Database Engine, IBM TIVOLI LDAP",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-31 00:00:00,330249,,,,tsteds2.caremarkrx.net,204.99.41.124,,IBM Advanced Interactive eXecutive (AIX) Libxml2 Multiple Vulnerabilities (libxml2_advisory11),nist-nvd2,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-02 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,2,2,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,2,2,0,0,225223990_330249,4,"Package Installed Version Required Version
bos.rte.control 7.3.4.0 7.3.4.1","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), IBM TIVOLI LDAP",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-30 00:00:00,330249,,,,tsteds3.caremarkrx.net,204.99.42.86,,IBM Advanced Interactive eXecutive (AIX) Libxml2 Multiple Vulnerabilities (libxml2_advisory11),nist-nvd2,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-01 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,2,2,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,2,2,0,0,225247206_330249,4,"Package Installed Version Required Version
bos.rte.control 7.3.4.0 7.3.4.1","Pal, Pushpendu",0
Due in 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-06-02
Unknown",2026-06-02 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","GDX INVOICING, PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-08-31 00:00:00,2026-08-30 00:00:00,330250,,,,tstpsf1c.caremarkrx.net,10.93.68.40,,IBM Advanced Interactive eXecutive (AIX) Openssh Multiple Vulnerabilities (openssh_advisory21),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-06-01 00:00:00,2026-08-01 00:00:00,2026-06-02 00:00:00,,1,4,0,0,2027-06-01 00:00:00,2026-08-01 00:00:00,,,1,4,0,0,225239405_330250,5,"Package Installed Version Required Version
openssh.base.client 9.9.3015.2000 9.9.3015.2001
openssh.base.server 9.9.3015.2000 9.9.3015.2001","Pal, Pushpendu",0
